pair_id	han_sentence	viet_sentence
HVB_002_0019	四十四 丘幡山在丹巴縣上石門寬二丈相傳為伏波將軍馬援所山在文淵縣山崗連接直抵廣西憑縣界山峽中有被壘丘宮山丘龍山並在七源州産金 博花江在七源州上自庾遠江下通廣西州江源西	Núi Phi Điệp ở huyện Văn Uyên Dãy núi chạy dài liên tiếp thẳng đến địa giới huyện Bằng Tường thuộc Quảng Tây
HVB_002_0020	丘温江在丘温縣自廣西府思縣發下本府	sông Dũ Viễn dưới ăn sang sông Long Châu thuộc Quảng Tây Sông Khưu Ôn ở huyện Khưu Ôn phát nguyên từ huyện
HVB_002_0021	東潮多有好江山苦虛名	Đông Triều đa hữu hảo giang sơn Khổ luyến hư danh lãn khất nhàn
HVB_002_0022	大山在安山縣南臨平野北	Núi Đại Long ở huyện Yên Sơn Núi này phía nam giáp cánh đồng bằng phẳng phía bắc giáp châu Tĩnh An hình thế
HVB_002_0023	安南志原第一 榮山在雲屯縣產金 茶校山	Núi Động Lan ở huyện Vân Đồn núi này sản an tức hương Núi Đại Viên ở huyện Tân An núi này hình tròn nhô lên
HVB_002_0024	領所居之地 武林山在安寧縣層峰峰中有岩洞廣數十外有小港	Núi Thiên Dưỡng ở huyện Yên Ninh các ngọn núi chót vót chênh vênh trong núi có động khi nước thuỷ triểu lên đi thuyển
HVB_002_0025	穿入洞中可通小舟陳氏容居於此故址尚存 神山舊名峽山在安縣接愛州連雨岸海湖中流人 於此 以通兩岸往來李氏攻占城還 立碑 天養山在安寧縣峻纯中有岩洞潮汐可通舟陳氏族人 第 江在長安州自添 江接流下通路沛江 生	Sông Sinh Quyết ở châu Trường Yên sông này bắt nguồn từ sông Thiêm Kiện dưới thông với sông Lộ Bái
HVB_002_0026	有數竹麗 松雪 山在縣高出峰秀	Núi Phượng Dực Cánh Phượng ở huyện Hạ Hoa sống núi có vài trăm cây thông trông rất sẩm uất dưới núi có am
HVB_002_0027	以為歲時遊之地 江州下 洞山一名雷山在	Tản Viên Đó là núi có thiêng ở Giao Chỉ Núi Khê Khê Sơn ở huyện Đại Man Hai ngọn núi đứng
HVB_002_0028	宣江合流通白鹤江 宣江在宣江州上接宜化州下通白鹤江 流通白鶴江 江在江州自雲南事遠州發源過嘉興州龍門水與洗江合 宣化府 南志原卷第 安	Tức là khúc dưới của sông Lô từ Tuyên Quang đến Đoan Hùng Sông Bình Nguyên ở huyện Bình Nguyên phát nguyên
HVB_002_0029	台羅山在廣縣密秀麗邑之山三島山在山陽縣有三峯特起其高際天與傘山角相望交之名山 山在大縣雨岸對時其下巨石橫截江中險絕之	Núi Khưu Ôn ở huyện Động Hỷ Núi Nang núi Túi Nang Sơn ở huyện Tư Nông ba núi
HVB_002_0030	念山在安定縣出金 清化府 馬山名遊英山在永縣巍然立 長江上有懸	Núi Nhân Nhân Sơn ở huyện Cảm Hoá Núi Ích Ích Sơn ở huyện Phú Lương
HVB_002_0031	山萬重佳景也 山在九州群峯高聳屹立江津有入於此立化 高出群山之上下有海 洞為龍蛇 宅寶山有九十九 寇 萬山在 貢縣壁立中有岩洞寬廣可容數千人 聚 骨貫石 巣穴於此官軍 之 山在農貢縣其山高大多山鬼普有個日夜大慈咒其害 磊江在酒化州上自老過界發源下通永安細江 又安府	Núi Đông Sơn ở huyện Đông Sơn Núi cao và đẹp dưới chân núi giáp ngay sông Minh Giang Lên đứng chỗ cao
HVB_002_0032	安南志原第一 环沉山芹山巨來山山西山俱在土黃縣產木五十四 妃山在京城縣層峰秀出大江環流臨高而望知泛芙蓉陳妃	Núi Mỏ ở huyện Thồ Hoàng sản sắt Núi Trác Trầm núi Cần núi Cự Lai núi Bổng bốn núi
HVB_002_0033	於日南北自横山爲界即此山也 泉四時不竭產降 沿山在興 州上有 香	Núi Duyên Sơn ở châu Hưng Kiều Trên núi có thác bốn mùa không bao giờ cạn nước Núi này có sản giáng chân hương
HVB_002_0034	波故山巨界山俱在玉州下有金穴 井山在興州秀算數十峯下有 基山在玉州下有銀穴 巨東溪俱在玉麻州中有金穴 臨牢江湧水溪波故 江在江縣上接茶州下通土油縣江深而且调 力調潤俱玉麻州有 山安山五山在福康縣輪園高 巨峰山大路山布路 香木大俱 安山出化府調縣產香水 經化	Núi Cự Linh núi Sào Phong núi Đại Lộ núi Bố Lộ núi An Não năm núi trên đây đều ở huyện Phúc Khang khúc khuỷu
HVB_002_0035	安南志原第一 海葛山在蒲浪縣產香木 布班山在苔縣產香木古農山婆來山三山俱在思蓉縣產香木縣產木 山同磊山二山俱在茶 鳥	Núi Hải Cát ở huyện Bồ Lãng sản một số cây hương liệu Núi Điểu Lũ núi Đồng Lỗi hai núi này đều ở huyện
HVB_002_0036	珠塚山在思蓉縣產鐵 麻山在思蓉縣野柿木	Núi Châu Trác ở huyện Tư Dung sản sắt Núi Nước Ma ở huyện Tư Dung sản gỗ hồng dại dã thị mộc
HVB_002_0037	婆溪山羅密山在巴聞縣產香木 苔江在苔縣自老過發源經縣東分流入淡海又入化州三岐江深可通舟	Sông Bồ Đài ở huyện Bồ Đài phát nguyên từ Lão Qua chảy qua phía đông huyện Bồ Đài phân chi chảy ra biển cạn
HVB_002_0038	蓬縣江 賴蓬江在 可通舟 左江右江並在縣通化州三岐江 圓江在頼調縣自茶 江至此焉皆產 典更江在巴縣自婆山發源流入服化江八于海 升華府 倚門山在都和縣 陽山在黎江縣 具熙山在具熙縣 船山義純縣 山在盃山愛 廣威府 山肥山多盃山夢山石藤山可山山多理 橙山麻論山可	Sông Điển Canh ở huyện Ba Lãng Sông này phát nguyên từ núi Bà Kê chảy vào sông Thuận Hoá rồi đồ ra biển
HVB_002_0039	山俱在廣威州産金 可間山山箇陵山山橘山俱在良縣產金 嘉興府 安南志原卷第一	Núi Cụ Hy ở huyện Cụ Hy a Núi Chử Dương ở huyện Lê Giang
HVB_002_0040	安南志原第一 夢山山寧山俱在縣產金傘圓山在嘉州其山高崎雄偉黃蘭山在縣産金	Núi Đèn Đăng Sơn núi Ma Luận núi Khả La núi Phì Phì Sơn núi Đa Bôi núi Mộng Mộng Sơn núi Thạch Đằng
HVB_002_0041	沉交木有香為木幾十	hoa ngâu hoa long nhị Các thứ gỗ có gỗ tô gỗ chò chỉ gỗ long sơn gỗ cụ đa gụ gỗ lim gỗ cá thúc gỗ sến gỗ chò vây
HVB_002_0042	可充香料 樹生可老相傳有自占 合香多大面結 大而可結香今無 移植于此	nhựa có thể dùng làm hương liệu Tô hợp hương cây có mủ có thể làm thuốc Các vị cố lão
HVB_002_0043	生沙中如 多魚子大如 色白味甘可 魚	Con xa ngao sinh sản trong cát biển hình dạng như loại sò biển sắc trắng vị ngọt ăn được
HVB_002_0044	長丈餘皮澀有沙有花紋 魚長力可頭而魚尾状如 可刀鞘肉美可食 革刀 甘	Cá nhám mình dài hơn trượng da ram ráp có cát có vằn hoa chương thịt vị ngọt như thịt heo nước hà đồn
HVB_002_0045	一百十七貫四百文 商課稅程錢	Thuế đánh cá tiền đồng quan Tô thuế nhà quan bảo sao quan
HVB_002_0046	五百八十二貫 商稅課程	Thuế vàng lạng b Thuế thương mại môn bài
HVB_002_0047	交州中	Giao Châu tả vệ Giao Châu hữu vệ
HVB_002_0048	昌江衛 江衛府	Tân An vệ xem Tân An phủ Tam Giang vệ xem Tam Giang phủ
HVB_002_0049	不奉命至元甲申命鎮南王脫 死子使誘安南助軍給 中統元年元用兵占城 時日 及章阿里海牙助占城役師	Năm Trung Thống thứ nhà Nguyên dấy binh đi đánh Chiêm Thành sai sứ sang dụ bảo An Nam giúp quân vào cung
HVB_002_0050	府攻其後晃 弟陳道拒于安走 又領舟師入海圍晃幾獲之 王又破晃于大黄江宗子陳 於清化敗降咬都率騎兵涉布 王班師諸軍乃還	chu sư kéo ra biển bao vây Nhật Hoảng suýt nữa bắt được Quốc đệ Trần Ích Tắc đem quân đến quy phụ Gặp bấy giờ
HVB_002_0051	成國公朱能掛征夷將軍印充總兵官以新城侠 伯陳旭為右參將軍 將軍雲 方政等神機將軍程寬羅支 呂	sung chức Tổng binh quan dùng Tân Thành hầu Trương Phụ làm Chinh Di phó b tướng quân Vân Dương bá
HVB_002_0052	巴蜀雲南建昌之師都指揮 將軍另以西平侠 晟為征騎將	Trần Húc làm Hữu tham tướng quân Phiêu kị đại tướng quân Chu Vinh Lưu Tháp Ung Dương tướng quân là bọn Lữ Nghị
HVB_002_0053	前門三間	Cổng giữa gian Cổng ngoài gian
HVB_002_0054	交十萬關縣	Phủ Tam Giang Phủ Tuyên Hoá
HVB_002_0055	湧竹一問出范不	Tằng tằng Tử Tiêu vân Hội phỏng Yên Kỳ tiên
HVB_002_0056	色玉芙蓉景千年	Tháp thiên thuý sắc ngọc phù dung Thắng cảnh thiên niên hải quận hùng
HVB_002_0057	鬼刻 春北廻萬勝排霜戲南 抱	Bắc hỗi vạn thẳng bài sương kích Nam ấp xuân giang dũng ngọc hông
HVB_002_0058	交州為梁碩所拒機與杜洪溫邵及交州秀 陶侃字士衡陽人性聰明勤於更職江夏	Vương Cơ làm Thứ sử Giao Châu bị Lương Thạc chống cự Cơ cùng bọn Đỗ Hồng Ôn Thiệu và Tú tài Giao Châu là
HVB_002_0059	名召开為中書 子以太子承乾謀不軌兵出爲交州刺史 太子左	Do chân Trưởng sử ở Giao Châu dẹp yên loạn Lý Khải Thứ sử trước Lý Tắc được cất nhắc lên làm Thứ sử Giao Châu
HVB_002_0060	思之 安南都護局 元客江陵人開元初 平	Là người Giang Lăng Đầu niên hiệu Khai Nguyên đời Đường Huyền Tông Sở Khách được thăng làm An Nam
HVB_002_0061	南渠叔之	thủ lĩnh miền Nam Tống Chi Đễ
HVB_002_0062	林漢 乙從孫部前鋒親矢石士卒表薦自代 宗之 太平射一云右金吾大將軍 書宗能符元年 度	được thăng chức Hữu kim ngô đại tướng Năm Kiền Phù thứ đời Đường Hy Tông đổi Biền làm Thái Bình Tiết độ sứ
HVB_002_0063	自乾符乙未至戊戌連十三年 自咸通丙戌至甲午 平安南有功進代為節度使從高 高	năm Từ năm Nhâm Tý niên hiệu Cảnh Phúc đến năm Giáp Tý niên hiệu Thiên Hựu Đường Chiêu Tông
HVB_002_0064	詩文 仙釋	Chuyện vặt Thơ văn
HVB_002_0065	刺史 杜弘文慧度之子也武帝命爲鎮遠將	Đỗ Hoằng Văn Là con Đỗ Tuệ Độ Văn được Tống Vũ Đế cho
HVB_002_0066	代軍 侯元嘉四年以廷尉王微 龍 眾發世之	Bản chép tay A chép là Vĩnh Gia Hoài Đế niên hiệu tứ niên Năm Vĩnh Gia thứ năm đời Tấn Hoài Đế rõ ràng là sai lầm
HVB_002_0067	安南志原	Tống Hiếu Tông a An Nam sang cống được ban tên gọi là An Nam quốc
HVB_002_0068	安志第三	An Dương Vương An Đế
HVB_002_0069	高布布江	Cao Biền Cao Bình
HVB_002_0070	東司是	Chiêu Tấn Chiêu Tông
HVB_002_0071	社政政一事	Chính Đức Chính Thống
HVB_002_0072	大御拜地習	Đại Nghi Đại Nghiệp
HVB_002_0073	交極民	Định Hoá Độc Nhĩ
HVB_002_0074	賜傾維安本	Khai Bảo Khai Bình
HVB_002_0075	江府知	Khương Công Phụ Khương Công Phục
HVB_002_0076	禪岩禪師超 願學師武寧 鬼王	Nguyệt Sơn tùng đàm Nguyệt Thường
HVB_002_0077	份 落	Phần Âm Phấn Hạ
HVB_002_0078	戒修少	Phấn Thượng Phật Đào
HVB_002_0079	大火光	Thần Đầu Thần Quang
HVB_002_0080	示萬建供	Thiên Dưỡng Thiên Đông
HVB_002_0081	限於太	Thừa Kiền Thừa Mỹ
HVB_002_0082	志第三 安	Trưng Trắc Trường An
HVB_002_0083	日南郡有野女群行服晶白衣 時 然不其止	高南照下洪哪三富永領 製 本領有部西英胸代江天
HVB_002_0084	未之見也 山愛知時 傘圓山有媚娘神相傳乃雄王之女王	安南志原卷第一安南志原序疆域A南志原序 本阮士翼總要野八到城池土坊素鄉東海南
HVB_002_0085	能者爲婚時 石之 亦靈怪嘗現其形貌其 不已至今稻然其媚 巅水精年年怨 己為山精去大怒攻破洞山山精因遷始于圓山 媚 婚因媚娘洞山水精後至獻珍珠 奇貝等物而 以方物來翌日山精以金銀寶玉奇禽異獸陳於王庭厚禮相嘉寧山二人一日山一日水精能透山石能沒入水二人人長長假然美婦人也詳見廣威州志内 女子也乳長三尺不嫁結為盜掠鄉邑 九山中有超 侍死而為神 齒據象頭以少男子十餘 著金 等物納人腹中及皮 人初不覺病發印死若穿青衣帶小刀 縣有人能以藥塗眼看見人五臟有人怨則以鐵石竹層 四	强有力者喜段功名自樹个 之性反噬證之其號 山洋之貴安為奇貨山治 澤漁 宋而後九有點是史利其 不可收拾 病史 之季雨史民亦 法面恶以兵威疑至 寬其文網而因其民安東京之導日上者因之其整齊之最下者之争西京之時 体彝治彝如故事之惜不義招 香 海之塵老成之元選 之勢而清 解 之士以漢唐郡為名必 議於庭大都英 應之絕耳莫氏中微黎氏復與觀之 重而中國亦察其情形随宜採季欲得中國之典 西其地形便也明正中安黎互相 而西由入故 朔傳撒以及進賣由安南介在粤东西及南之演南由海道入功者道
HVB_002_0086	手二前季五臣後悲南子	坡 景物 宦蹟 卷第三 人物 仙釋 雜志 詩文 總兵官進征安南榜文總兵官平定安南露布文總兵官進平南獻俘露布文四四 四四五八七O 總兵官進賀平定安南表文二三五
HVB_002_0087	皇上震怒特命本職統兵八十 殺安南國王之孫使臣以聞 黎賊父子包藏心益無忌 其國罪一也賊殺陳氏子孫宗族至于 伐之師必致聲罪之實賊人黎季格 淫刑峻法暴殺無辜重繁刑到不已使	安南志原序 道人故頒期傳機以及上表進頁由粵西取其地形便也明正中安南黎莫二 互相雄據爭欲得中國之號為重而中國亦安南界在粵東西及滇南之國粵東滇兩由海道入而粵西由陸導之以禮法而恐之以兵威故其民疑至漢之季而更病民民故事夫今昔之情不甚相遠傳日上者因之其次者整齊之最下病更載不可收拾 唐宋而後尤有甚焉墨吏利其山澤之以 其情形隨宜應之第覇勿絕耳道莫氏中微黎氏中興旁觀物議幾於盈庭大都英之氣以漢唐郡縣為名必乘之勢而清南海之塵老成之臣惕宋元之遺車皆欲以夷治夷如嘉靖間者與之爭西京之時寬其文網而因其習俗故其民安東京之時 安南為奇貨澤而漁虎狠之性反噬隨之其號爲 山而冶安南志原序 安南志原序 見元始無論西漢時交趾置官爲刺史者一篇郡守者二立首未聞而捉 有力者喜以功名自樹今日召募明日徵輸 不 數明初列 以中官三司分為十七府州縣且以百計而又尤甚初政若斯後將安極宜乎交人之屬也昔 體而中官馬貴已有墨 其人豈安飲水茹匪躬之故乎聞之掌故若參政能盡得若人布之南交合交人不輕中夏 合郡多墨更珠移之交孟爲郡守去珠復還夫之世安總要 里至 安南志原卷第一目錄
HVB_002_0088	子惟茲用 大兵執 國而 信用 討之下加 五也聞國王有孫在京師 宗擅改姓胡罪四也陳氏之親妄稱暫權國事以岡朝廷罪 溝或生逃他境不可勝計罪三也世本黎姓背其 依或死 做手足無措無 也視國如仇 南國王以 六也安南國王之孫被其迫 拒天兵阻 天使心逞	節度使宋遺使入貢太封之後為太校黎相所教太興師問罪因而操之桓傲偶米使至受韶不拜信宿後乃 怒 足持竿入水魚每中一魚左右皆噪呼或自歌 飲宴相 黎氏有安南自此始傳三世太校李公蘊黎氏自稱留後還使奉頁上以變夷不足責用桓故事授公蘊交趾王再傳日尊稱之真宗即位封南平王 酒莫能曉其解後李若拙為使稍以禮以開邊中之言可取狀沈起王安石 立奇功議者帝元武子乾德繼之尤悖慢熙寧 先後經習益挑結交陷州守臣蘇 人遂叛欽廉屠其民五萬餘口以郭 爲 討趙高為剛討之二將至富江不敢渡官單八萬死者 什九僅得四州一而還 高皆得罪乾復乞再修貢還所陳有其國傅子光是元世祖較也傳十一世至無子 奪縣州時置成器者多病沒朝廷知其無用以一州四 還之自端嘉以來兩江州崗數為蠻夷所侵轶潛舉外平雲南光奉表進貢遂封光爲王光是死子日自立世蘇茂廣源等處入交州者六十二村累朝以其僻在海隅不復與 召入稱病不朝右丞都等攻占城道使假道不聽世命 征之右丞都中書李恒以會日空其國航海南王 安南志原卷第一 七
HVB_002_0089	安南志原第三	蒼黎芮黎偽柱國胡社等先是上求陳氏子孫不得國 張 中官吏耆老稱安南本中國地復古郡齒於齊民輔以情聞布政案察司事前侍那張顯宗為左布政司置交州北江江三 乃置交州三司以都督呂 黃中掌都指揮使司向書黃福掌升華等十七府四十七州一百五十四縣一所十三市 江太原宣化建平新安建昌奉化清化蠻山新平父安顺化餘黨簡定等復叛上命沐討之晟與簡定戰於生蕨江遴選文武諸臣為之張 等班師各級爵賞 有差六年交安南志原卷第一 安南志原卷第一
HVB_002_0090	安南志原卷第三 逐間關阻隘萬死一生仰賴朝廷印章物賊乃自造金銀印九章冕 牙等地方無足志之不己十五也占為中國臣 盡掠其人民畜孽罪十四也又加兵占城取其象百餘隻及沙離 舉兵攻其舊州格烈等地十三也又攻占城板 耶白黑等州 謀來廣西罪十二也古城國王巴的賴新遭交喪繼任國事即無二三十一也還地之後造 徒據西平州劫殺 廷命官後 使索取巧辭支吾所還舊地十 地方及朝廷 州西平永平 各士官超走給役發兵搜捕造民一網驚走罪十也侵占思明府 雜役罪九也威迫 其女亦以爲驅使强微差銀兩及一 猛慢男女八也文殺其上官之 其猛烈七寨占管人民殺 而殺之逆天滅理罪七也寧遠州世奉中國職貢黎强侵奪 父子不思感恤益邪乃誘國王之孫恩如天如地其黎 存恤勤勞中國之人資給護送仰還本土大德深皇上仁聖 加于彼十七也及天使帶占城同往本國 王十六也責占城王知尊重中國不知安南以此一年再 玉等物以 昆奈港口罪十八先奉朝廷正义自倍元紹成 其兵却之於 大等	山壽同護叛賊馬激變種方論死餘坐罪有差交趾死節故也籍其家遂 交趾合具陳氏嬌孫之實以聞利 人奉表 臣武官世襲文官復其家蔡福等蓋福先以都督守安降賊事八年利死子襲自黎氏據安南雲南鎮還州復爲所侵疾死陳氏 國人推利守國以朝命上命再求陳氏子孫利再疏稱陳氏無後上責之六年利道人貢方物井上國人奏言 利撫權署國 陳氏果有方得民心令管攝爲藩臣背詔封麟為安南國王腸印四年安南寇掠安平州思陸州帖浪如昔二郡亦入安南朝廷置之不問正統元年麟 陪臣來二十一村上遺官之乃罪悉行退還死子 據二 天順三年為兄宜民所殺國人討平之而立弟爾時太汪直用事 討之傳索永樂中調軍大夏在職方故匿其初誼母威阮种用事屠戮宗親運誼自殺國人黎暉死子敬 籍乃止弘治中溺死子暉 未封而死弟誼正 討平之立庶子 時安南謀食占城上聞禁之阻朝命侵盜如故食殘指揮郭景住來安南滑夷干而國人多潛入安南至有受偶御史者教之 伺雲南太監廉能 出入敢誰何遂誘我是輔臣 請增文武吏士控制彈壓然交人 奪我州里不能 視我虛實南關外頗多華人而臨安諸部所在有夷賊於漁人有勇陳作亂殺稱氏後目莫登庸者本都 禁時啊 慌臣權虐政暴征國人怨之十一年社堂燒香官啊以爲都力士叛降喬尋復與黎氏大臣际弘等共立黎德 第一南志原
HVB_002_0091	二百二十 協過易翻然順亦許自新原在官亦仍其舊其有 餘會從官吏本出威迫實非心從可各守職役皆不加罪若同罪 氏之宗將士秋毫無犯皆按堵如故切勿妄生能疑其 民之疾苦 罹茶毒積有年歲深可憐憫天兵之來正在 深性父子不臣之罪滔天天網民理 不能容其諸國人 以職使之為使以如此欺侮不敬 二十也效其大者除不必言 號及改號大國十九也朝貢不這臣取罪人假之 安布志原第三	安南志原卷第一 恩等詔往即位登自稱安南國王謀德榜殺之十六年登庸率兵攻陳敗死嘉靖元年編修孫承 走清華依鄭 母妻族也登立 氏鄭氏安南世臣庶弟感爲主國亂道 人兵救援俱不能通五年登庸欽州判官唐清爲愿求封都 承恩等不能達三年登冒名人進貢并求封四年黎德使御史張嶺置於獄六年登庸復使國人范嘉偽作 禪位韶遂之立子方瀛爲偶太子尋應九年登庸位於方瀛自稱太外援權作五十九條秋黎德卒於上皇退居海陽古爲方 清華鄭江黎等共立黎本為嗣十五年黎寧差頭目黎讓張良為比議者悲之是年以皇子生先議頒韶諸夷禮部書豫海至京惟有志操能文章歴登庸悟道之罪引申夏言奏安南不貢逾二十年宜罷使上命兩廣督臣番旦其罪 書嚴嵩張等會府部多官議興狀及寧奏至遂下廷議禮部假天朝之號為重宜靜以觀其變與議不合因召旦還以 兵致討命工部書毛伯温為兵部從宜撫兩廣侍 之則元是可爵不義可侯而黎可王也二氏分兵甲不息皆旦疏稱莫氏奸雄之賊黎氏道利之裔皆非所宜立加以蠻方處 代之是時欽州知州林希元变人侵欽州據如背帖浪二 蔡 郡新漂金勒古林萬吉四宜間罪而廉州守張岳獨言用之 能保無用兵降登乎岳日欲之必合納地合號且伏 害宜皆止使者勿前督府經間岳日言罷兵無以塞明韶子 關獻國中圖籍聽上處分夫國體固不可也督府日如此能 第一安南志原
